"name","typeString","addressLineOne","addressLineTwo","city","state","zipFive","zipFour","county","isPoBoxLocation","phone","drivingDirectionsLink","grantNumber","delegateNumber","programName","programAddressLineOne","programAddressLineTwo","programCity","programState","programZipFive","programZipFour","programCounty","programPhone","programRegistrationPhone","latitude","longitude"
"Nia Family Center","Early Head Start","744 N Monticello Ave","","Chicago","IL","60624","1263","Cook County",false,"(773) 722-0115","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8946,-87.7178","05HP000508","200","Chicago Commons Association","515 E 50th St Ste 200","","Chicago","IL","60615","2401","Cook County","(773) 722-0115","(773)638-5600",41.8946,-87.7178
"Nia Family Center","Early Head Start","744 N Monticello Ave","","Chicago","IL","60624","1263","Cook County",false,"(773) 722-0115","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8948,-87.7175","05CH011819","200","Chicago Commons Association","515 E 50th St Ste 200","","Chicago","IL","60615","2401","Cook County","(773) 722-0115","(773)638-5600",41.8948,-87.7175
"Breakthrough Beginners","Head Start and Early Head Start","3219 W Carroll Ave","","Chicago","IL","60624","2031","Cook County",false,"(872) 444-8210","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8871,-87.7072","05CH012055","000","Easter Seals Metropolitan Chicago, Inc.","1939 W 13th St","Ste 300","Chicago","IL","60608","1237","Cook County","(872) 444-8210","(708)330-4490",41.8871,-87.7072
"Guadalupano Family Center","Head Start","1814 S Paulina St","","Chicago","IL","60608","2719","Cook County",false,"(312) 666-3883","https://maps.google.com?saddr=40.633,-89.399&daddr=41.857,-87.6689","05CH012065","000","Chicago Commons Association","515 E 50th St"," ","Chicago","IL","60615","2401","Cook County","(312) 666-3883","(773)638-5600",41.857,-87.6689
"Guadalupano Family Center","Early Head Start","1814 S Paulina St","","Chicago","IL","60608","2719","Cook County",false,"(312) 666-3883","https://maps.google.com?saddr=40.633,-89.399&daddr=41.857,-87.6689","05HP000508","200","Chicago Commons Association","515 E 50th St Ste 200","","Chicago","IL","60615","2401","Cook County","(312) 666-3883","(773)638-5600",41.857,-87.6689
"It Takes a Village - It Takes a Village (4020)","Early Head Start","4020 W Division St","","Chicago","IL","60651","1903","Cook County",false,"(773) 276-1730","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9029,-87.7272","05HP000439","210","It takes a Village","4000 W Division St","","Chicago","IL","60651","1903","Cook County","(773) 276-1730","(773)276-1730",41.9029,-87.7272
"Chicago Commons - Smart Learning Education Center","Early Head Start","2705 S Archer Ave","","Chicago","IL","60608","5914","Cook County",false,"","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8442,-87.6521","05HP000439","204","Chicago Commons Association","515 E 50th St","","Chicago","IL","60615","2401","Cook County","","(773)638-5600",41.8442,-87.6521
"Kimball Day Care - North Star Child Development Center","Head Start and Early Head Start","4341 W North Ave","","Chicago","IL","60639","4854","Cook County",false,"(773) 252-9200","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9094,-87.7354","05CH012050","039","Kimball Daycare","1636 N Kimball Ave","# 38","Chicago","IL","60647","4804","Cook County","(773) 252-9200","(773) 252-9200",41.9094,-87.7354
"Onward Neighborhood House","Head Start and Early Head Start","5423 W Diversey Ave","","Chicago","IL","60639","1413","Cook County",false,"(773) 622-3215","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9311,-87.7624","05CH012065","004","Onward Neighborhood House","5413 W Diversey Ave"," ","Chicago","IL","60639","1413","Cook County","(773) 622-3215","(773)622-3215",41.9311,-87.7624
"Onward House Home Based","Head Start and Early Head Start","5423 W Diversey Ave","","Chicago","IL","60639","1413","Cook County",false,"(773) 622-3215","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9311,-87.7624","05CH012065","000","Chicago Commons Association","515 E 50th St"," ","Chicago","IL","60615","2401","Cook County","(773) 622-3215","(773)638-5600",41.9311,-87.7624
"Bethalto Head Start","Head Start and Early Head Start","225 James St","","Bethalto","IL","62010","1317","Madison County",false,"(618) 717-0625","https://maps.google.com?saddr=40.633,-89.399&daddr=38.9134,-90.0388","05CH011888","000","Riverbend Head Start And Family Services","550 Landmarks Blvd","","Alton","IL","62002","6321","Madison County","(618) 717-0625","(618)463-5946",38.9134,-90.0388
"One Hope United Bridgeport Child Development Center II","Head Start","514 W 31st St","","Chicago","IL","60616","3106","Cook County",false,"(312) 949-4015","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8382,-87.6397","05CH011953","001","One Hope United","514 W 31st St","One Hope United","Chicago","IL","60616","3106","Cook County","(312) 949-4015","(312)949-4045",41.8382,-87.6397
"One Hope United Bridgeport Child Development Center I","Head Start","3053 S Normal Ave","","Chicago","IL","60616","3125","Cook County",false,"(312) 842-5566","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8382,-87.6387","05CH011953","001","One Hope United","514 W 31st St","One Hope United","Chicago","IL","60616","3106","Cook County","(312) 842-5566","(312)949-4045",41.8382,-87.6387
"North Kenwood Day Care","Head Start","516-518 E 43rd St","","Chicago","IL","60653","-1","Cook County",false,"(773) 268-2223","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8169,-87.6133","05CH012056","000","Henry Booth House","2907 S Wabash Ave","Ste 205","Chicago","IL","60616","3271","Cook County","(773) 268-2223","(312)949-3600 - 3602",41.8169,-87.6133
"El Hogar del Nino -Loomis El Hogar","Early Head Start","1710 S Loomis St","","Chicago","IL","60608","2129","Cook County",false,"(312) 563-0644","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8584,-87.6616","05HP000439","219","El Hogar Del Nino","1718 S Loomis St"," ","Chicago","IL","60608","2129","Cook County","(312) 563-0644","(312)733-5584",41.8584,-87.6616
"El Hogar Del Nio","Head Start and Early Head Start","1710 S Loomis St","","Chicago","IL","60608","2129","Cook County",false,"(312) 733-5584","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8584,-87.6616","05CH011953","000","Start Early","33 W Monroe St","Ste 1200","Chicago","IL","60603","5316","Cook County","(312) 733-5584","(312)922-3863",41.8584,-87.6616
"Busy Bees I Child Development Center","Head Start","3155 S Shields Ave","","Chicago","IL","60616","3615","Cook County",false,"(312) 326-0200","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8367,-87.6349","05CH012055","000","Easter Seals Metropolitan Chicago, Inc.","1939 W 13th St","Ste 300","Chicago","IL","60608","1237","Cook County","(312) 326-0200","(708)330-4490",41.8367,-87.6349
"Salvation Army - Simpson Academy H.S","Early Head Start","1321 S Paulina St","","Chicago","IL","60608","1221","Cook County",false,"(312) 492-7799","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8644,-87.6684","05CH012050","204","Salvation Army","845 W 69th St"," ","Chicago","IL","60621","1709","Cook County","(312) 492-7799","(773)382-4701",41.8644,-87.6684
"Busy Bees Learning School","Head Start and Early Head Start","321 W 31st St","Busy Bees II Child","Chicago","IL","60616","3604","Cook County",false,"(312) 837-3511","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8381,-87.635","05CH012055","000","Easter Seals Metropolitan Chicago, Inc.","1939 W 13th St","Ste 300","Chicago","IL","60608","1237","Cook County","(312) 837-3511","(708)330-4490",41.8381,-87.635
"Metropolitan Family Services - North Side Center","Head Start and Early Head Start","3255 N Central Ave","","Chicago","IL","60634","4360","Cook County",false,"","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9402,-87.7664","05CH012058","000","Carole Robertson Center for Learning","1111 S Western Ave","Ste B","Chicago","IL","60612","4146","Cook County","","(312)243-7300",41.9402,-87.7664
"Centers for New Horizons - Effie Ellis","Early Head Start","4301 S Cottage Grove Ave","","Chicago","IL","60653","3513","Cook County",false,"(773) 548-9839","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8166,-87.6063","05HP000439","203","Centers For New Horizons, Inc.","4150 South King Drive","","Chicago","IL","60653","2616","Cook County","(773) 548-9839","(773)373-5700",41.8166,-87.6063
"Children's Home + Aid Viva Home-Base","Early Head Start","100 N Western Ave","Ste 2","Chicago","IL","60612","2391","Cook County",false,"(773) 252-9100","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8837,-87.6878","05CH011953","200","Start Early","33 W. Monroe St.","Suite 2400","Chicago","IL","60603","6198","Cook County","(773) 252-9100","(312)922-3863",41.8837,-87.6878
"Centers For New Horizons, Inc.-Effie Ellis","Head Start and Early Head Start","4301 S Cottage Grove Ave","","Chicago","IL","60653","3513","Cook County",false,"(773) 548-9839","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8166,-87.6063","05CH012050","013","Centers for New Horizons, Inc.","4150 S King Dr"," ","Chicago","IL","60653","2616","Cook County","(773) 548-9839","(773)373-5700",41.8166,-87.6063
"Oak Park Home-Based Program","Early Head Start","100 N Western Ave","Ste 2","Chicago","IL","60612","2391","Cook County",false,"(312) 455-5200","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8837,-87.6878","05CH010926","200","Children's Home & Aid Society of Illinois","125 S Wacker Dr","Fl 14","Chicago","IL","60606","4429","Cook County","(312) 455-5200","(773)476-6998",41.8837,-87.6878
"Viva Child and Family Center","Early Head Start","100 N Western Ave","Ste 2","Chicago","IL","60612","2391","Cook County",false,"(312) 455-5200","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8838,-87.6876","05CH010926","200","Children's Home & Aid Society of Illinois","125 S Wacker Dr","Fl 14","Chicago","IL","60606","4429","Cook County","(312) 455-5200","(773)476-6998",41.8838,-87.6876
"Taylor Center for New Experiences","Head Start","1633 N Hamlin Ave","","Chicago","IL","60647","4607","Cook County",false,"(773) 227-8551","https://maps.google.com?saddr=40.633,-89.399&daddr=41.911,-87.7212","05CH012065","000","Chicago Commons Association","515 E 50th St"," ","Chicago","IL","60615","2401","Cook County","(773) 227-8551","(773)638-5600",41.911,-87.7212
"Taylor Center for New Experiences","Early Head Start","1633 N Hamlin Ave","","Chicago","IL","60647","4607","Cook County",false,"(773) 227-8551","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9111,-87.7212","05CH011819","200","Chicago Commons Association","515 E 50th St Ste 200","","Chicago","IL","60615","2401","Cook County","(773) 227-8551","(773)638-5600",41.9111,-87.7212
"Children's Place Association Home Visiting","Early Head Start","3059 W Augusta Blvd","","Chicago","IL","60622","4314","Cook County",false,"(773) 826-1230","https://maps.google.com?saddr=40.633,-89.399&daddr=41.899,-87.7041","05CH011953","200","Start Early","33 W. Monroe St.","Suite 2400","Chicago","IL","60603","6198","Cook County","(773) 826-1230","(312)922-3863",41.899,-87.7041
"CYC - George E Taylor","Early Head Start","3232 W Division St","","Chicago","IL","60651","2405","Cook County",false,"(773) 489-3157","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9029,-87.7081","05HP000150","202","Chicago Youth Centers","218 S Wabash Suite 600","","Chicago","IL","60604","-1","Cook County","(773) 489-3157","(312)913-1700 - 425",41.9029,-87.7081
"Chicago Youth Centers-George E Taylor","Early Head Start","3232 W Division St","","Chicago","IL","60651","2405","Cook County",false,"(773) 489-3157","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9029,-87.7081","05CH012050","201","Chicago Youth Centers","218 S Wabash Ave","Ste 600","Chicago","IL","60604","2314","Cook County","(773) 489-3157","(312)913-1700 - 425",41.9029,-87.7081
"Cuddle Care Academy","Head Start and Early Head Start","4800 S Lake Park Ave","","Chicago","IL","60615","2190","Cook County",false,"(773) 285-1114","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8075,-87.5914","05CH012055","000","Easter Seals Metropolitan Chicago, Inc.","1939 W 13th St","Ste 300","Chicago","IL","60608","1237","Cook County","(773) 285-1114","(708)330-4490",41.8075,-87.5914
"Chicago Youth Centers-Centro Nuestro","Head Start","3222 W Division St","","Chicago","IL","60651","2405","Cook County",false,"(773) 489-3157","https://maps.google.com?saddr=40.633,-89.399&daddr=41.903,-87.708","05CH012050","001","Chicago Youth Centers","218 S Wabash Ave","Ste 600","Chicago","IL","60604","2314","Cook County","(773) 489-3157","(312)913-1700 - 425",41.903,-87.708
"Board of Trustees - City Colleges of Chicago-Malcolm X College Child Development Center","Head Start and Early Head Start","1900 W Jackson Blvd","","Chicago","IL","60612","-1","Cook County",false,"(312) 850-7176","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8778,-87.6746","05CH012050","019","City Colleges of Chicago","226 W Jackson Blvd"," ","Chicago","IL","60606","6959","Cook County","(312) 850-7176","(312)553-2856",41.8778,-87.6746
"Gilchrist Marchman","Head Start and Early Head Start","1312 S Racine Ave","","Chicago","IL","60608","1462","Cook County",false,"(312) 492-7402","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8649,-87.6577","05CH012055","000","Easter Seals Metropolitan Chicago, Inc.","1939 W 13th St","Ste 300","Chicago","IL","60608","1237","Cook County","(312) 492-7402","(708)330-4490",41.8649,-87.6577
"Easter Seals Metropolitan Chicago - Gilchrist Marchman-Fosco","Early Head Start","1312 S Racine Ave","","Chicago","IL","60608","1462","Cook County",false,"(312) 492-7402","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8648,-87.6574","05HP000439","206","Easter Seals Metropolitan Chicago","120 Madison St","","Oak Park","IL","60302","4206","Cook County","(312) 492-7402","(708)434-2522",41.8648,-87.6574
"YMCA - McCormick Tribune","Early Head Start","1834 N Lawndale Ave","","Chicago","IL","60647","4700","Cook County",false,"(773) 235-2525","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9149,-87.7198","05HP000439","214","YMCA of Metropolitan Chicago","801 North Dearborn Street","","Chicago","IL","60610","3316","Cook County","(773) 235-2525","(312)932-1200",41.9149,-87.7198
"Crystal Lake Center","Head Start","76 W Crystal Lake Ave","Bethany Lutheran Church","Crystal Lake","IL","60014","6155","McHenry County",false,"(815) 455-6930","https://maps.google.com?saddr=40.633,-89.399&daddr=42.2411,-88.3235","05CH011195","000","Community Action Agency for McHenry County, Inc.","100 North Benton Street, Suite 3","","Woodstock","IL","60098","3299","McHenry County","(815) 455-6930","(815)338-8790",42.2411,-88.3235
"Henry Booth House Near South","Head Start and Early Head Start","2929 S Wabash Ave","","Chicago","IL","60616","3243","Cook County",false,"(312) 791-0424","https://maps.google.com?saddr=40.633,-89.399&daddr=41.841,-87.6249","05CH012056","000","Henry Booth House","2907 S Wabash Ave","Ste 205","Chicago","IL","60616","3271","Cook County","(312) 791-0424","(312)949-3600 - 3602",41.841,-87.6249
"Henry Booth House Home Visiting","Early Head Start","2907 S Wabash Ave","Ste 205","Chicago","IL","60616","3271","Cook County",false,"(312) 949-3600","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8417,-87.6248","05CH012056","200","Henry Booth House","2907 S Wabash Ave","Ste 205","Chicago","IL","60616","3271","Cook County","(312) 949-3600","(312)949-3600 - 3602",41.8417,-87.6248
"Kimball Day Care - Kimball Day Care","Head Start and Early Head Start","1636 N Kimball Ave","","Chicago","IL","60647","4804","Cook County",false,"(773) 235-7200","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9112,-87.7121","05CH012050","039","Kimball Daycare","1636 N Kimball Ave","# 38","Chicago","IL","60647","4804","Cook County","(773) 235-7200","(773) 235-7200",41.9112,-87.7121
"Busy Bees II Child Development Center","Head Start and Early Head Start","2351 S Wentworth Ave","","Chicago","IL","60616","0115","Cook County",false,"(312) 888-3167","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8496,-87.6317","05CH012055","000","Easter Seals Metropolitan Chicago, Inc.","1939 W 13th St","Ste 300","Chicago","IL","60608","1237","Cook County","(312) 888-3167","(708)330-4490",41.8496,-87.6317
"Chinese American Service League (CASL)","Head Start and Early Head Start","2141 S Tan Ct","","Chicago","IL","60616","1998","Cook County",false,"(312) 791-0418","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8544,-87.6356","05CH012055","000","Easter Seals Metropolitan Chicago, Inc.","1939 W 13th St","Ste 300","Chicago","IL","60608","1237","Cook County","(312) 791-0418","(708)330-4490",41.8544,-87.6356
"Salvation Army - Temple","Head Start","1 N Ogden Ave","","Chicago","IL","60607","1813","Cook County",false,"(312) 492-6803","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8815,-87.6661","05CH012050","004","Salvation Army","845 W 69th St"," ","Chicago","IL","60621","1709","Cook County","(312) 492-6803","(773)382-4701",41.8815,-87.6661
"Casa Central Early Learning Academy Center Based","Head Start and Early Head Start","1343 N California Ave","","Chicago","IL","60622","2803","Cook County",false,"(773) 645-2300","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9059,-87.6968","05CH011953","003","Casa Central Children's Services","1343 North California Ave","","Chicago","IL","60622","2803","Cook County","(773) 645-2300","(773)645-2316",41.9059,-87.6968
"Casa Central Early Learning Academy Home-Based","Head Start and Early Head Start","1335 N California Ave","","Chicago","IL","60622","2803","Cook County",false,"(773) 645-2404","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9058,-87.6965","05CH011953","003","Casa Central Children's Services","1343 North California Ave","","Chicago","IL","60622","2803","Cook County","(773) 645-2404","(773)645-2316",41.9058,-87.6965
"Children's Place Association Family Center","Head Start and Early Head Start","1800 N Humboldt Blvd","","Chicago","IL","60647","4966","Cook County",false,"(773) 395-9193","https://maps.google.com?saddr=40.633,-89.399&daddr=41.914,-87.7028","05CH011953","000","Start Early","33 W Monroe St","Ste 1200","Chicago","IL","60603","5316","Cook County","(773) 395-9193","(312)922-3863",41.914,-87.7028
"El Valor Corporation-Infant Welfare Society of Chicago","Early Head Start","3600 W Fullerton Ave","","Chicago","IL","60647","2319","Cook County",false,"(773) 242-2700","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9249,-87.7173","05CH012050","215","El Valor Corporation","1850 W 21st St"," ","Chicago","IL","60608","2715","Cook County","(773) 242-2700","(312)997-2021",41.9249,-87.7173
"El Valor - Centro Infantil (Puerto Rican Community Center)","Early Head Start","1345 N Rockwell St","","Chicago","IL","60622","2865","Cook County",false,"(773) 342-8866","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9062,-87.6916","05HP000439","215","El Valor Corporation","1850 West 21st Street","","Chicago","IL","60608","2799","Cook County","(773) 342-8866","(312)997-2021",41.9062,-87.6916
"El Valor Corporation-Centro Infantil (Puerto Rican Community Center)","Head Start","1345 N Rockwell St","","Chicago","IL","60622","2865","Cook County",false,"(773) 342-8866","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9062,-87.6916","05CH012050","015","El Valor Corporation","1850 W 21st St"," ","Chicago","IL","60608","2715","Cook County","(773) 342-8866","(312)997-2021",41.9062,-87.6916
"Mary Crane League - Little Achievers Learning Center","Head Start and Early Head Start","3801 W Diversey Ave","","Chicago","IL","60647","1019","Cook County",false,"(773) 276-1600","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9317,-87.7222","05CH012050","017","Mary Crane League","4006 W Lake St"," ","Chicago","IL","60624","1839","Cook County","(773) 276-1600","(773)242-2860",41.9317,-87.7222
"Henry Booth House - Loop Learning Center","Early Head Start","2001 S Michigan Ave","","Chicago","IL","60616","1735","Cook County",false,"(312) 225-8828","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8549,-87.6231","05HP000439","209","Henry Booth House","2907 South Wabash, Suite 205","","Chicago","IL","60616","3243","Cook County","(312) 225-8828","(312)949-3610",41.8549,-87.6231
"Loop Learning Center","Head Start","2001 S Michigan Ave","N/A","Chicago","IL","60616","1735","Cook County",false,"(312) 225-8828","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8552,-87.6228","05CH012056","000","Henry Booth House","2907 S Wabash Ave","Ste 205","Chicago","IL","60616","3271","Cook County","(312) 225-8828","(312)949-3600 - 3602",41.8552,-87.6228
"Erie Neighborhood House - Erie Community Center","Early Head Start","1701 W Superior St","","Chicago","IL","60622","5646","Cook County",false,"(312) 563-5800","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8949,-87.6701","05HP000439","207","Erie Neighborhood House","1701 W Superior St","","Chicago","IL","60622","-1","Cook County","(312) 563-5800","(312)563-5800",41.8949,-87.6701
"Erie Neighborhood House","Head Start and Early Head Start","1701 W Superior St","","Chicago","IL","60622","5646","Cook County",false,"","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8948,-87.6701","05CH012058","000","Carole Robertson Center for Learning","1111 S Western Ave","Ste B","Chicago","IL","60612","4146","Cook County","","(312)243-7300",41.8948,-87.6701
"Christopher House-Logan Square","Head Start and Early Head Start","3255 W Altgeld St","","Chicago","IL","60647","2566","Cook County",false,"(773) 235-4073","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9263,-87.7098","05CH012050","009","Christopher House","1611 W Division St"," ","Chicago","IL","60622","1201","Cook County","(773) 235-4073","(773)922-7500",41.9263,-87.7098
"-Chicago Department of Family and Support Services - Administration Office","Early Head Start","1615 W Chicago Ave","","Chicago","IL","60622","5127","Cook County",false,"(312) 743-0300","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8959,-87.668","05HP000150","200","City of Chicago","1615 West Chicago Avenue","","Chicago","IL","60622","5127","Cook County","(312) 743-0300","(312)743-1545",41.8959,-87.668
"-Chicago Department of Family and Support Services - Administration Office","Early Head Start","1615 W Chicago Ave","","Chicago","IL","60622","5127","Cook County",false,"(312) 743-0300","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8959,-87.668","05HP000439","200","City of Chicago","1615 West Chicago Avenue","","Chicago","IL","60622","5127","Cook County","(312) 743-0300","(312)743-1980",41.8959,-87.668
"Kimball Day Care - Diversey Day Care","Head Start and Early Head Start","3155 W Diversey Ave","","Chicago","IL","60647","1557","Cook County",false,"(773) 342-7777","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9318,-87.7072","05CH012050","039","Kimball Daycare","1636 N Kimball Ave","# 38","Chicago","IL","60647","4804","Cook County","(773) 342-7777","(773) 342-7777",41.9318,-87.7072
"Northwestern University Settlement House","Head Start and Early Head Start","1400 W Augusta Blvd","","Chicago","IL","60642","3939","Cook County",false,"(773) 278-7471","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8998,-87.6625","05CH012050","016","Northwestern University Settlement House","1400 W Augusta Blvd"," ","Chicago","IL","60642","3939","Cook County","(773) 278-7471","(773)278-7471 - 1106",41.8998,-87.6625
"N & K Corporation - Rainbow Daycare","Early Head Start","3250 W Irving Park Rd","","Chicago","IL","60618","3325","Cook County",false,"(773) 620-6476","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9541,-87.7102","05HP000439","224","N & K Corporation","3250 W Irving Park Rd"," ","Chicago","IL","60618","3325","Cook County","(773) 620-6476","(773) 620-6476",41.9541,-87.7102
"Mary Crane League - Mary Crane Center North Site","Early Head Start","2905 N Leavitt St","","Chicago","IL","60618","8105","Cook County",false,"","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9343,-87.6829","05CH012050","217","Mary Crane League","4006 W Lake St"," ","Chicago","IL","60624","1839","Cook County","","(773)242-2860",41.9343,-87.6829
"Essic Robinson Head Start","Head Start and Early Head Start","1802 E Broadway","","Alton","IL","62002","6664","Madison County",false,"(618) 463-5933","https://maps.google.com?saddr=40.633,-89.399&daddr=38.888,-90.1589","05CH011888","000","Riverbend Head Start And Family Services","550 Landmarks Blvd","","Alton","IL","62002","6321","Madison County","(618) 463-5933","(618)463-5946",38.888,-90.1589
"Marillac St. Vincent De Paul Center","Head Start and Early Head Start","2145 N Halsted St","","Chicago","IL","60614","4366","Cook County",false,"(312) 943-6776","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9216,-87.6479","05CH011953","000","Start Early","33 W Monroe St","Ste 1200","Chicago","IL","60603","5316","Cook County","(312) 943-6776","(312)922-3863",41.9216,-87.6479
"Albany Park Community Center","Early Head Start","5101 N Kimball Ave","","Chicago","IL","60625","4807","Cook County",false,"(773) 509-5657","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9743,-87.7132","05HP000440","200","Carole Robertson Center for Learning","1111 S Western Ave","Ste B","Chicago","IL","60612","4146","Cook County","(773) 509-5657","(773) 509-5657",41.9743,-87.7132
"Carole Robertson Center - Albany Park","Head Start and Early Head Start","5101 N Kimball Ave","","Chicago","IL","60625","4807","Cook County",false,"","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9743,-87.7132","05CH012058","000","Carole Robertson Center for Learning","1111 S Western Ave","Ste B","Chicago","IL","60612","4146","Cook County","","(312)243-7300",41.9743,-87.7132
"Swift Child Care Early Education Centers","Head Start and Early Head Start","8064 Lincoln Ave","","Skokie","IL","60077","3613","Cook County",false,"(800) 675-6039","https://maps.google.com?saddr=40.633,-89.399&daddr=42.0282,-87.7551","05CH011537","200","Childcare Network of Evanston","1335 Dodge Ave"," ","Evanston","IL","60201","4031","Cook County","(800) 675-6039","(847)475-2661",42.0282,-87.7551
"Lakeview Development Center","Head Start","1531 W Lawrence Ave","","Chicago","IL","60640","4702","Cook County",false,"(773) 878-2223","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9685,-87.6687","05CH012056","000","Henry Booth House","2907 S Wabash Ave","Ste 205","Chicago","IL","60616","3271","Cook County","(773) 878-2223","(312)949-3600 - 3602",41.9685,-87.6687
"Henry Booth House - Lakeview Development Center","Early Head Start","1531 W Lawrence Ave","","Chicago","IL","60640","4702","Cook County",false,"(773) 878-2223","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9689,-87.6681","05HP000439","209","Henry Booth House","2907 South Wabash, Suite 205","","Chicago","IL","60616","3243","Cook County","(773) 878-2223","(312)949-3610",41.9689,-87.6681
"Board of Trustees - City Colleges of Chicago-Truman College","Early Head Start","1145 W Wilson Ave","","Chicago","IL","60640","6063","Cook County",false,"(773) 907-4741","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9654,-87.659","05CH012050","219","City Colleges of Chicago","226 W Jackson Blvd"," ","Chicago","IL","60606","6959","Cook County","(773) 907-4741","(312)553-2856",41.9654,-87.659
"Edwardsville Head Start","Head Start and Early Head Start","710 N Main St","","Edwardsville","IL","62025","1112","Madison County",false,"(618) 692-9604","https://maps.google.com?saddr=40.633,-89.399&daddr=38.8167,-89.9616","05CH011888","000","Riverbend Head Start And Family Services","550 Landmarks Blvd","","Alton","IL","62002","6321","Madison County","(618) 692-9604","(618)463-5946",38.8167,-89.9616
"Christopher House-Uptown","Early Head Start","4701 N Winthrop Ave","","Chicago","IL","60640","5033","Cook County",false,"(773) 769-4540","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9675,-87.6572","05CH011238","200","Christopher House","4701 N Winthrop","","Chicago","IL","60640","-1","Cook County","(773) 769-4540","(773)922-7574",41.9675,-87.6572
"Christopher House-Uptown","Head Start and Early Head Start","4701 N Winthrop Ave","","Chicago","IL","60640","5033","Cook County",false,"(773) 769-4540","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9675,-87.6572","05CH012050","009","Christopher House","1611 W Division St"," ","Chicago","IL","60622","1201","Cook County","(773) 769-4540","(773)922-7500",41.9675,-87.6572
"Asian Human Services","Head Start and Early Head Start","1643 W Bryn Mawr Ave","","Chicago","IL","60660","4106","Cook County",false,"(773) 564-4945","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9833,-87.6712","05CH011953","000","Start Early","33 W Monroe St","Ste 1200","Chicago","IL","60603","5316","Cook County","(773) 564-4945","(312)922-3863",41.9833,-87.6712
"Chicago Youth Centers-Little Kiddies","Head Start and Early Head Start","1501 W Devon Ave","","Chicago","IL","60660","1313","Cook County",false,"(773) 465-7702","https://maps.google.com?saddr=40.633,-89.399&daddr=41.9979,-87.668","05CH012050","001","Chicago Youth Centers","218 S Wabash Ave","Ste 600","Chicago","IL","60604","2314","Cook County","(773) 465-7702","(312)913-1700 - 425",41.9979,-87.668
